kab_kota,Melahirkan Tidak di Faskes,Kemiskinan,Konsumsi Protein,Pangan Hewani,RLS,faktor_dominan
Lamongan,0.11187013230127842,0.22468206521364215,0.21026423577922915,0.20986237520821255,0.24332119149763753,RLS
Lampung Barat,0.16834087585151672,0.17471700555698721,0.2049790138515881,0.2048405150803389,0.2471225896595689,RLS
Lampung Selatan,0.16559782759592134,0.1825099922677086,0.19665288896492322,0.2020269698445491,0.2532123213268976,RLS
Lampung Tengah,0.1670249354148541,0.17586344070143511,0.19716681937070962,0.2115225816885489,0.24842222282445206,RLS
Lampung Timur,0.17157150297797152,0.17302172791020853,0.18926038887764127,0.20379263092252106,0.26235374931165745,RLS
Lampung Utara,0.1640517625629948,0.18422099639477033,0.20299914846002373,0.20423740488733094,0.24449068769488003,RLS
Landak,0.1840190849328657,0.15638790457706236,0.20361171654458188,0.22243702613288996,0.23354426781259996,RLS
Lebak,0.16524510076298626,0.18177513687046212,0.1705119091583971,0.2263741414604249,0.2560937117477295,RLS
Lebong,0.19615964300936872,0.20499270604938657,0.18370940158235674,0.18969279625984914,0.22544545309903866,RLS
Lembata,0.1302801174739131,0.23613533392330618,0.14663859723525785,0.2873915004915204,0.19955445087600238,Pangan Hewani
Lima Puluh Kota,0.1937156503142068,0.19008629381529232,0.18322592328606732,0.21269936076134466,0.22027277182308871,RLS
Lingga,0.18481973280880123,0.19367542459093834,0.17902345097977057,0.18312362666469464,0.259357764955795,RLS
Lombok Timur,0.20567740744949942,0.2852432190026275,0.15713540764377174,0.19289976037400347,0.15904420553009768,Kemiskinan
Lombok Utara,0.2234816637695896,0.2645046806740108,0.1628748240279427,0.2014664023686249,0.14767242915983184,Kemiskinan
Lumajang,0.12502442170394523,0.22657405266354688,0.2186911734304331,0.19052401587830217,0.2391863363237724,RLS
Luwu Timur,0.1579127612000552,0.23327412909283562,0.19733867257235144,0.2168029902169507,0.19467144691780686,Kemiskinan
Luwu Utara,0.14307793836480323,0.25882946662404094,0.2018796398622142,0.21482898838204612,0.18138396676689536,Kemiskinan
Madiun,0.12445485442821187,0.2192503506772285,0.20056343311660052,0.202070126584514,0.2536612351934449,RLS
Magetan,0.11159242527662751,0.21739288491798447,0.1973646692872585,0.19736565524882588,0.2762843652693035,RLS
Mahakam Ulu,0.19838519207747657,0.22685754923184043,0.18965753195297552,0.2158790080618139,0.16922071867589336,Kemiskinan
Majalengka,0.18136124837924,0.1946278755382268,0.19455726749442198,0.21902111816451733,0.21043249042359366,Pangan Hewani
Majene,0.1464885508187989,0.20104036242087106,0.21437854703393033,0.24419791836653448,0.19389462135986502,Pangan Hewani
Malang,0.10796782907997611,0.2467375622545259,0.21167260778825367,0.20383053803795623,0.22979146283928797,Kemiskinan
Malinau,0.1693455147540864,0.2024773776596354,0.19054227182977368,0.23374301346375845,0.203891822292746,Pangan Hewani
Maluku Barat Daya,0.13647952156464505,0.15610228659259415,0.11848938084591579,0.3342896152657761,0.25463919573106875,Pangan Hewani
Maluku Tengah,0.18629807835648554,0.1831787854718764,0.16411205962677874,0.2503857709274525,0.2160253056174066,Pangan Hewani
Maluku Tenggara,0.16583763831709702,0.1940260875675082,0.15389620667673742,0.2694717456610178,0.21676832177763938,Pangan Hewani
Mamuju,0.13848952831061923,0.2538536680826376,0.20885740996196242,0.21924269557430925,0.17955669807047134,Kemiskinan
Mamuju Tengah,0.15332713233996187,0.22092115093600387,0.20756202889808564,0.22998318924380376,0.18820649858214467,Pangan Hewani
Mandailing Natal,0.2220767166206667,0.19959800072494582,0.17630181983612647,0.20573064509304217,0.19629281772521867,Melahirkan Tidak di Faskes
Manggarai,0.15657597438683868,0.2971521650452264,0.17184515481851095,0.2113495362623724,0.16307716948705148,Kemiskinan
Manggarai Barat,0.16373163455876438,0.29419388326232127,0.15766941973770143,0.2091419534113972,0.1752631090298156,Kemiskinan
Manggarai Timur,0.15411811532392056,0.2821922969078392,0.17526587689127843,0.2100391015266325,0.17838460935032918,Kemiskinan
Manokwari,0.2114478095465605,0.19515216418558987,0.16743808814162048,0.2292660066400255,0.19669593148620348,Pangan Hewani
Manokwari Selatan,0.19579587111355043,0.19041249362630672,0.17065440006340601,0.24368078531847898,0.19945644987825767,Pangan Hewani
Mempawah,0.18694186695876086,0.16796980646560877,0.18862602041853493,0.2229714326654342,0.23349087349166112,RLS
Merangin,0.2022450344503581,0.18863297307990445,0.19167948420158398,0.19644406205155238,0.22099844621660095,RLS
Mesuji,0.1695936843847867,0.17808344466369685,0.20403475774509813,0.19327060734173396,0.2550175058646842,RLS
Minahasa,0.20092377717176246,0.19800205561616857,0.1798676192704184,0.19082817708754646,0.23037837085410398,RLS
Minahasa Selatan,0.19295843610230343,0.20731841137289395,0.1782821539669082,0.18301638223700073,0.23842461632089357,RLS
Minahasa Utara,0.18587654262966366,0.20100125638794364,0.1877779571951164,0.18802984471291245,0.23731439907436375,RLS
Mojokerto,0.11303270855861647,0.23390722215548912,0.19970590209819974,0.19226879924721707,0.26108536794047743,RLS
Morowali,0.1734855931128303,0.23750186420478853,0.19113333910107974,0.2064242063172178,0.19145499726408344,Kemiskinan
Morowali Utara,0.15232306969365567,0.2616593885642169,0.20144159846709395,0.19773747730004773,0.18683846597498557,Kemiskinan
Muara Enim,0.18529495118140982,0.19410054266271773,0.20152053940184128,0.17820609507437174,0.2408778716796593,RLS
Muko Muko,0.1938312675036252,0.20635941482779857,0.1806806263215471,0.1971290017730335,0.22199968957399552,RLS
Muna,0.16558489280663183,0.22169948254723154,0.18538388388349436,0.22961390635143367,0.19771783441120838,Pangan Hewani
Muna Barat,0.17714794552255364,0.22360798110019736,0.18330264636855065,0.2179309792215386,0.19801044778715957,Kemiskinan
Murung Raya,0.21283880614440137,0.2139112727149642,0.18918169691515554,0.20725303579662452,0.17681518842885421,Kemiskinan
Musi Rawas,0.17759953933508632,0.20344338512257343,0.1982740449497708,0.19472782031524444,0.22595521027732493,RLS
Nagan Raya,0.18374702932812007,0.2454458946165536,0.18628124364225981,0.18090482431326269,0.20362100809980363,Kemiskinan
Nagekeo,0.13107589839471465,0.2827702305671313,0.1660775307568277,0.23432639987209156,0.18574994040923468,Kemiskinan
Natuna,0.16196548698018304,0.15076025759978845,0.18834149773246614,0.2450663868311499,0.2538663708564124,RLS
Ngada,0.15166035836335334,0.2908844537070231,0.16393763540680192,0.2057620173437782,0.1877555351790433,Kemiskinan
Nganjuk,0.11678516300547494,0.23230022656556681,0.19253249379928938,0.1958693378950088,0.26251277873466006,RLS
Ngawi,0.11543989511763668,0.22175305253222508,0.20746604438784855,0.18898378940605431,0.2663572185562353,RLS
Nias Barat,0.18379641666023064,0.22803682590869037,0.18894635566831464,0.20001336961529828,0.19920703214746588,Kemiskinan
Nias Selatan,0.19912462558205762,0.20665177153072548,0.18051396255658012,0.20727776069516166,0.20643187963547496,Pangan Hewani
Ogan Ilir,0.18133519787545982,0.176422488857721,0.21858482789041997,0.1738232987412718,0.2498341866351272,RLS
Ogan Komering Ilir,0.1836621356160504,0.18344431654528393,0.2048575521797354,0.18623281248918755,0.24180318316974259,RLS
Ogan Komering Ulu,0.16608732397273832,0.1759475229955027,0.22729727324761376,0.1904658092120773,0.24020207057206777,RLS
Ogan Komering Ulu Selatan,0.17592655999908502,0.18049289574299024,0.20896177049215814,0.20264763977768466,0.23197113398808178,RLS
Pacitan,0.11610313156214531,0.22373220175818512,0.1961261868577251,0.18685480015870556,0.27718367966323876,RLS
Padang Pariaman,0.18705773742562185,0.20050433387958552,0.1812330371651054,0.2108946817622467,0.22031020976744034,RLS
Pakpak Bharat,0.19498625947887532,0.2137762833288515,0.18432002011839657,0.21011121444990918,0.19680622262396724,Kemiskinan
Pandeglang,0.1620322379323088,0.1555619497404754,0.1941076883517978,0.19239100584105015,0.29590711813436765,RLS
Pangandaran,0.1776104527605928,0.19783300783416718,0.18631026126472708,0.212473650813557,0.2257726273269557,RLS
Pangkajene dan Kepulauan,0.14418857774948263,0.22398308645140513,0.2126852172137105,0.23589486517434022,0.18324825341106135,Pangan Hewani
Parigi Moutong,0.15336080677868685,0.2335738362536073,0.19100162603598977,0.20468660049137316,0.21737713044034276,Kemiskinan
Pasaman,0.19292918990322033,0.20549390898760117,0.173596179528144,0.21135014640550534,0.21663057517552897,RLS
Pasaman Barat,0.19634446649171042,0.19765547263433828,0.17743947267894794,0.20907420453133135,0.21948638366367185,RLS
Pasangkayu,0.14543474841097118,0.24135167642855626,0.19938474412076382,0.23388435804515323,0.1799444729945553,Kemiskinan
Paser,0.18311346205808166,0.2224483263357202,0.20774953981086686,0.21406300012253504,0.1726256716727961,Kemiskinan
Pasuruan,0.1094493850652139,0.25194355414593494,0.22288553778035736,0.19496412279374145,0.22075740021475215,Kemiskinan
Pati,0.11158766293791007,0.2005561200999298,0.1878936931169771,0.2141625085978758,0.2858000152473071,RLS
Pegunungan Arfak,0.20471404817648747,0.19646882828338946,0.1698956915324579,0.2362890217463051,0.19263241026135994,Pangan Hewani
Pekalongan,0.12101355060097514,0.21775868331057635,0.21281887304409028,0.21736350638578963,0.23104538665856833,RLS
Pemalang,0.1444536962733466,0.2232402124017098,0.19343793466215453,0.2122396549056665,0.2266285017571224,RLS
Penajam Paser Utara,0.17582386559669932,0.21382460012661406,0.1884742652871237,0.2429035526755999,0.17897371631396292,Pangan Hewani
Penukal Abab Lematang Ilir,0.18206429560595572,0.18589251312988728,0.21549990647781425,0.18360646915986123,0.23293681562648136,RLS
Pesawaran,0.17281484854480103,0.1770406560744014,0.1886713645032031,0.21126351058545778,0.2502096202921365,RLS
Pesisir Barat,0.16409945128937697,0.18176223366475827,0.20010582908169575,0.2194622936401709,0.23457019232399798,RLS
Pesisir Selatan,0.18367345571249313,0.2002349508676502,0.1800210078564811,0.20971115951131813,0.22635942605205728,RLS
Pidie,0.18240171002109384,0.25634843223479686,0.1735873849591757,0.1848917918495162,0.2027706809354173,Kemiskinan
Pidie Jaya,0.1864237083871812,0.24868205547594446,0.17920966208166086,0.18252153989744146,0.20316303415777182,Kemiskinan
Pinrang,0.157921559648483,0.21785875778482047,0.21274912249604894,0.2312957318941933,0.18017482817645405,Pangan Hewani
Pohuwato,0.1592732712528672,0.23295050529255346,0.17425165872664417,0.1959009237402275,0.2376236409877076,RLS
Polewali Mandar,0.14758324595248118,0.23228369492297724,0.20908345165170628,0.22795020791360526,0.18309939955922994,Kemiskinan
Poso,0.15534934809764298,0.23357661949038352,0.19160794605247047,0.2342146460169057,0.1852514403425971,Pangan Hewani
Pringsewu,0.1820220291417241,0.16214116697427328,0.20116401174064705,0.1990442807650855,0.2556285113782699,RLS
Pulang Pisau,0.18465862995731677,0.2504379435221866,0.1824534016070692,0.18499257826261314,0.19745744665081416,Kemiskinan
Pulau Taliabu,0.20908401079214645,0.21036340616908197,0.18127345892413227,0.18702527802545593,0.2122538460891832,RLS
Purbalingga,0.1346959220182785,0.21825603152103967,0.19742658447598227,0.2189572272303898,0.23066423475430956,RLS
Purwakarta,0.18371869596868245,0.19047884263270423,0.20128521211415043,0.21113510331628305,0.2133821459681797,RLS
Purworejo,0.10468207371680131,0.2397461605219805,0.1977102518111124,0.21080957746319856,0.247051936486907,RLS
Rejang Lebong,0.20183892049247765,0.2019877740301376,0.185423699853369,0.19091034120898728,0.2198392644150282,RLS
Rembang,0.10998921075520257,0.22039667152036074,0.19958210410266608,0.20794215930651794,0.26208985431525256,RLS
Rokan Hilir,0.189011419113119,0.2177480196971519,0.18017683780040075,0.20406847107405904,0.20899525231526914,Kemiskinan
Rokan Hulu,0.18741556071707166,0.20052616824745642,0.17729707819752516,0.2064093492645417,0.22835184357340482,RLS
Rote Ndao,0.13462330620595078,0.23928806017974566,0.15083258106687222,0.28311243391358876,0.19214361863384244,Pangan Hewani
Sabu Raijua,0.15651339778298257,0.2659557497949172,0.16778108821533602,0.2347264909087859,0.17502327329797815,Kemiskinan
Sambas,0.18166686533391518,0.16957553318099164,0.19259969371259666,0.22507848437787414,0.23107942339462217,RLS
Samosir,0.2017101989595204,0.22329451915135154,0.17451707528878654,0.19270307374830858,0.20777513285203278,Kemiskinan
Sampang,0.11818044148868607,0.22672682493471344,0.21287542472596627,0.1950031122033985,0.24721419664723557,RLS
Sanggau,0.21095249951857717,0.16394547038492224,0.2103967404583651,0.22673537970636637,0.18796990993176893,Pangan Hewani
Sarmi,0.17103440381003412,0.20816506036832136,0.19017010884653235,0.243983496760012,0.1866469302151,Pangan Hewani
Sarolangun,0.19283532134566667,0.19632916945181952,0.17399341514305128,0.20773963391873196,0.2291024601407304,RLS
Sekadau,0.20191962960677745,0.19382141078421464,0.1964824138525469,0.21192506032681502,0.19585148542964584,Pangan Hewani
Seluma,0.17235291520479848,0.1844597720131201,0.2087361494899839,0.20111169655715957,0.23333946673493772,RLS
Seram Bagian Barat,0.1725560561504911,0.20111204304816763,0.15428382117454897,0.23541434527142804,0.23663373435536414,RLS
Seram Bagian Timur,0.1575601821082431,0.19828246694952276,0.16306311137773755,0.2652233109511376,0.21587092861335888,Pangan Hewani
Serang,0.16167447869451515,0.18266996579315864,0.18764677970956323,0.21046714056766022,0.25754163523510265,RLS
Serdang Bedagai,0.180255565963625,0.2187478092409751,0.18220509014341055,0.19665594349003862,0.22213559116195059,RLS
Seruyan,0.185886498568031,0.2271189125109043,0.19247750421653065,0.19937897471760516,0.19513810998692865,Kemiskinan
Siak,0.1774255659185731,0.19373055815110296,0.1790945697422227,0.23100643651804967,0.21874286967005135,Pangan Hewani
Sigi,0.14803515309082965,0.22087282982749437,0.1999860204035539,0.24088018616226595,0.19022581051585594,Pangan Hewani
Sijunjung,0.18603288141192836,0.18929037269651014,0.1687185710570977,0.22235644973734597,0.23360172509711769,RLS
Sikka,0.14176659677768513,0.25301691565043544,0.1437289759769445,0.2598027952134149,0.20168471638151983,Pangan Hewani
Simalungun,0.17970006315359874,0.22917610128243307,0.17967762376107055,0.20300094821043682,0.2084452635924606,Kemiskinan
Simeulue,0.177909163771324,0.2543243829055265,0.18237093909063729,0.1928861671597916,0.19250934707272044,Kemiskinan
Sintang,0.2226226498319369,0.20627747050995857,0.18516260843446763,0.1911323037390015,0.1948049674846353,Melahirkan Tidak di Faskes
Situbondo,0.14124832218553113,0.239463542455127,0.21975421051592436,0.18874245435368495,0.21079147048973237,Kemiskinan
Sleman,0.10444920167199419,0.22367594332299964,0.2108977123975294,0.21227365055240377,0.24870349205507283,RLS
Solok,0.18118389311585847,0.193022145803068,0.18227500367443977,0.2181324199088156,0.22538653749781798,RLS
Soppeng,0.161301945362038,0.2202351366775562,0.20056330637096323,0.22837040531159916,0.1895292062778432,Pangan Hewani
Sragen,0.11486071676158886,0.20825876808979635,0.20097654510025967,0.19993512440031125,0.27596884564804375,RLS
Subang,0.18704717431572096,0.18367585190634894,0.2052286993573967,0.2132940964103272,0.21075417801020604,Pangan Hewani
Sukabumi,0.1945090642056212,0.17814578610824425,0.17329316627029526,0.18336947191457378,0.27068251150126543,RLS
Sukamara,0.19804681217145859,0.18597276566741888,0.21174199559873444,0.22471832046343032,0.17952010609895763,Pangan Hewani
Sukoharjo,0.12203556194114465,0.22317054632193103,0.20090142707932693,0.19809225317858856,0.25580021147900867,RLS
Sumba Barat,0.18730162256137625,0.298428335187811,0.15795199723045578,0.19819140270839297,0.15812664231196388,Kemiskinan
Sumba Barat Daya,0.1798347054154069,0.302398088652151,0.1682104463817438,0.18121026729222997,0.16834649225846812,Kemiskinan
Sumba Tengah,0.17071293595322046,0.2894268819205916,0.17071488612596097,0.21452967294694217,0.15461562305328466,Kemiskinan
Sumba Timur,0.16526631656985435,0.2923625705181604,0.1666182597356625,0.20822447866658175,0.1675283745097409,Kemiskinan
Sumbawa,0.20446116862933103,0.2973884290218298,0.15503480983637907,0.17529724247684977,0.16781835003561013,Kemiskinan
Sumedang,0.18392675864903354,0.1771730855555748,0.20387157549765805,0.2088335618356264,0.226195018462107,RLS
Sumenep,0.16172306116098614,0.2184208029544476,0.222077982306899,0.21332426929022874,0.18445388428743836,Konsumsi Protein
Supiori,0.2080639734698958,0.19985764726339283,0.17198023223683792,0.22232318725859038,0.1977749597712829,Pangan Hewani
Tabanan,0.16326454116076555,0.24176368136458518,0.2173056373202552,0.18597992092540927,0.19168621922898468,Kemiskinan
Tana Tidung,0.177738864268011,0.21284978303115232,0.17062952690753752,0.24358887861557882,0.19519294717772018,Pangan Hewani
Tana Toraja,0.14562063948523674,0.22110207000095095,0.21701425244320008,0.23966339048435892,0.17659964758625316,Pangan Hewani
Tanah Bumbu,0.1636083122840942,0.263538499312188,0.19133333702969044,0.19776252570707498,0.18375732566695224,Kemiskinan
Tanah Datar,0.18036908441348107,0.19604843608642383,0.18744053441103814,0.21513289524994456,0.22100904983911218,RLS
Tangerang,0.16847460367117512,0.18356531629852885,0.18421493785085696,0.20373398415050736,0.26001115802893154,RLS
Tanggamus,0.1539656436848852,0.1673098446017929,0.2056798823754962,0.20233405874207827,0.27071057059574716,RLS
Tanjung Jabung Barat,0.1797858439542704,0.20419865926875533,0.1752485548914412,0.19611295442762688,0.244653987457906,RLS
Tanjung Jabung Timur,0.19271011951450576,0.1909500510742669,0.1724862552665257,0.1937483375679933,0.2501052365767082,RLS
Tapanuli Selatan,0.2036784199131555,0.22593537420242146,0.1832986367622936,0.18168529321586543,0.20540227590626386,Kemiskinan
Tapanuli Tengah,0.1976890731953128,0.22423069140815988,0.1845762375126698,0.2107431041947198,0.18276089368913753,Kemiskinan
Tapanuli Utara,0.19429575622847095,0.2417856104825078,0.1740211591987648,0.19635888963447626,0.19353858445578004,Kemiskinan
Tapin,0.18777321569013924,0.23144913608040898,0.1767199713176434,0.18144568669055877,0.22261199022124945,Kemiskinan
Tasikmalaya,0.19165372635455652,0.2010455327044889,0.18924538988410805,0.1980199866195132,0.22003536443733315,RLS
Tebo,0.213853150413445,0.19710795437514428,0.16548243132108661,0.19427230631796422,0.22928415757235976,RLS
Tegal,0.13411288644177055,0.21252570950195457,0.20211661687888885,0.2241809467212889,0.2270638404560969,RLS
Teluk Bintuni,0.18684993831667213,0.19582723231998816,0.17082000334145142,0.24193033600199826,0.2045724900198899,Pangan Hewani
Teluk Wondama,0.1761340277896259,0.19682759069325917,0.16840806274556075,0.2591915958759238,0.19943872289563025,Pangan Hewani
Temanggung,0.10936280597442537,0.23719007714263413,0.19284653496803011,0.2088582812391564,0.2517423006757538,RLS
Timor Tengah Selatan,0.13306256381607373,0.20038307802266261,0.13567961135383413,0.31156742153850076,0.2193073252689286,Pangan Hewani
Timor Tengah Utara,0.10893952049644,0.20223727160081545,0.14442699156458222,0.32063053777008077,0.22376567856808144,Pangan Hewani
Tojo Una Una,0.1652974124223337,0.2258254855629635,0.18969488596354417,0.20953275344226874,0.20964946260888973,Kemiskinan
Toli Toli,0.1549100883650022,0.22851496598329613,0.1856838202543326,0.21719306794175497,0.21369805745561396,Kemiskinan
Toraja Utara,0.14688683686041115,0.23332437946413329,0.21288519189361263,0.22177162796515074,0.18513196381669197,Kemiskinan
Trenggalek,0.11298107859310637,0.22377632284792184,0.20580453347551705,0.1997733927693427,0.25766467231411183,RLS
Tuban,0.11875159246753413,0.22866151737552892,0.19636517287694158,0.19962808743270333,0.2565936298472919,RLS
Tulang Bawang,0.17758830921594593,0.1830333789920982,0.19726375714989997,0.1938687526599775,0.2482458019820782,RLS
Tulang Bawang Barat,0.17340901203657466,0.17892672994197956,0.20850895073581954,0.19694331632520057,0.24221199096042556,RLS
Tulungagung,0.1351490545765496,0.22019850766671178,0.1881343242304043,0.2076253909990612,0.24889272252727285,RLS
Wajo,0.1599165125588336,0.20944016487603395,0.21512693333887484,0.23134983855058358,0.18416655067567383,Pangan Hewani
Wakatobi,0.13832927764311131,0.2134662984131783,0.15608732590523464,0.26462696199687286,0.22749013604160273,Pangan Hewani
Waropen,0.17743616218026198,0.21556558566201348,0.17672460617474545,0.24625764338709658,0.1840160025958824,Pangan Hewani
Way Kanan,0.1670138881530795,0.19179789328019395,0.20204436108656193,0.20038546263619106,0.23875839484397338,RLS
Wonogiri,0.11829696969830847,0.21964392350845335,0.1905742638476815,0.19817599146749737,0.2733088514780592,RLS
Wonosobo,0.10764333100740901,0.2295754242164817,0.19865630451571717,0.20847056479901965,0.2556543754613724,RLS
